"ID","NOMENCLATURAL_CODE","LOCALITY","SCIENTIFIC_NAME","COLLECTOR","ORDER","CATALOG_NUMBER","GENUS","EARLIEST_DATE_COLLECTED","INFRASPECIFIC_EPITHET","BASIS_OF_RECORD","CONTINENT","FAMILY","COUNTRY","KINGDOM","MINIMUM_ELEVATION_IN_METERS","STATE_PROVINCE","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","IDENTIFIED_BY","CLASSS","COLLECTION_CODE","SPECIFIC_EPITHET","DECIMAL_LONGITUDE"
"1404","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Onosma aucheriana DC.","Markus Döring","Lamiales","915","Onosma","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Boraginaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","aucheriana","34.56800"
"1405","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Onobrychis montana subsp. cadmea (Boiss.) P.W. Ball","Markus Döring","Fabales","916","Onobrychis","1999-07-29 00:00:00.0","cadmea","PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","montana","34.56800"
"1406","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Achillea biebersteinii Afan.","Markus Döring","Asterales","917","Achillea","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","biebersteinii","34.56800"
"1407","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Galium verum subsp. verum","Markus Döring","Rubiales","918","Galium","1999-07-29 00:00:00.0","verum","PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","verum","34.56800"
"1408","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Hieracium pilosella L.","Markus Döring","Asterales","919","Hieracium","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pilosella","34.56800"
"1409","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°27´47´´ O34°","Hieracium pilosella L.","Markus Döring","Asterales","919x93","Hieracium","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2080","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pilosella","34.56800"
"1410","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Alyssum masmenaeum Boiss.","Markus Döring","Capparales","92","Alyssum","1999-06-21 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","1950","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","masmenaeum","28.80000"
"1411","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Alyssum spec.","Markus Döring","Capparales","920","Alyssum","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","spec.","34.56800"
"1412","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","noch unbestimmt !!!","Markus Döring",,"921","noch unbestimmt !!!","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","unbekannt","TR","Plantae","2360","Nigde","BGBM",,"37.42000","Markus Döring",,"B",,"34.56800"
"1413","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Veronica thymoides subsp. pseudocinerea M.A.Fischer","Markus Döring","Scrophulariales","922","Veronica","1999-07-29 00:00:00.0","pseudocinerea","PreservedSpecimen","Asia","Scrophulariaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","thymoides","34.56800"
"1414","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Thymus sipyleus var. sipyleus","Markus Döring","Lamiales","923","Thymus","1999-07-29 00:00:00.0","sipyleus","PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","sipyleus","34.56800"
"1415","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Potentilla recta L.","Markus Döring","Rosales","924","Potentilla","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Rosaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","recta","34.56800"
"1416","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Asperula stricta subsp. grandiflora Schönb.-Tem.","Markus Döring","Rubiales","925","Asperula","1999-07-29 00:00:00.0","grandiflora","PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","stricta","34.56800"
"1417","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Plantago media L.","Markus Döring","Plantaginales","926","Plantago","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Plantaginaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","media","34.56800"
"1418","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Astragalus plumosus var. plumosus","Markus Döring","Fabales","928","Astragalus","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","plumosus","34.56800"
"1419","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Inula oculus-christi L.","Markus Döring","Asterales","929","Inula","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","oculus-christi","34.56800"
"1420","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Genista sandrasica Hartvig & Strid","Markus Döring","Fabales","93","Genista","1999-06-21 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","1950","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","sandrasica","28.80000"
"1421","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Salvia argentea L.","Markus Döring","Lamiales","930","Salvia","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","argentea","34.56800"
"1422","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Ziziphora clinopodioides Lam.","Markus Döring","Lamiales","931","Ziziphora","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","clinopodioides","34.56800"
"1423","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Cuscuta palaestina subsp. balansae (Yunck.) Plitmann","Markus Döring","Solanales","932","Cuscuta","1999-07-29 00:00:00.0","balansae","PreservedSpecimen","Asia","Cuscutaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","palaestina","34.56800"
"1424","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Koeleria macrantha (Ledeb.) Schult.","Markus Döring","Cyperales","933","Koeleria","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","macrantha","34.56800"
"1425","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Arabis androsacea Fenzl","Markus Döring","Capparales","934","Arabis","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","androsacea","34.56800"
"1426","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz","Markus Döring","Asterales","935","Centaurea","1999-07-29 00:00:00.0","extrarosularis","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pichleri","34.56800"
"1427","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Centaurea virgata ?A? Lam.","Markus Döring","Asterales","936","Centaurea","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","virgata ?A?","34.56800"
"1428","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Silene armena var. armena","Markus Döring","Caryophyllales","937","Silene","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","armena","34.56800"
"1429","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Silene armena var. armena","Markus Döring","Caryophyllales","938","Silene","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","armena","34.56800"
"1430","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Sedum rupestre L.","Markus Döring","Rosales","939","Sedum","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Crassulaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","rupestre","34.56800"
"1431","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Iberis sempervirens L.","Markus Döring","Capparales","94","Iberis","1999-06-21 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","1950","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","sempervirens","28.80000"
"1432","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Inula oculus-christi L.","Markus Döring","Asterales","940","Inula","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","oculus-christi","34.56800"
"1433","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Xeranthemum annuum L.","Markus Döring","Asterales","941","Xeranthemum","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","annuum","34.56800"
"1434","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Herniaria incana Lam.","Markus Döring","Caryophyllales","942","Herniaria","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","incana","34.56800"
"1435","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz","Markus Döring","Asterales","943","Centaurea","1999-07-29 00:00:00.0","extrarosularis","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pichleri","34.56800"
"1436","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2090m","Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz","Markus Döring","Asterales","943x94","Centaurea","1999-07-30 00:00:00.0","extrarosularis","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2090","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pichleri","34.56800"
"1437","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Muscari cf. neglectum / armeniacum / bourgaei","Markus Döring","Liliales","944","Muscari","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","cf. neglectum / armeniacum / bourgaei","34.56800"
"1438","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","noch unbestimmt !!!","Markus Döring",,"945","noch unbestimmt !!!","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","unbekannt","TR","Plantae","2360","Nigde","BGBM",,"37.42000","Markus Döring",,"B",,"34.56800"
"1439","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Satureja graveolens (M.Bieb.) Caruel","Markus Döring","Lamiales","946","Satureja","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","graveolens","34.56800"
"1440","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Helichrysum arenarium subsp. aucheri (Boiss.) P.H.Davis & Kupicha","Markus Döring","Asterales","947","Helichrysum","1999-07-29 00:00:00.0","aucheri","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","arenarium","34.56800"
"1441","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Salvia multicaulis Vahl","Markus Döring","Lamiales","948","Salvia","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","multicaulis","34.56800"
"1442","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","Markus Döring","Asterales","949","Scorzonera","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","cana","34.56800"
"1443","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Aethionema speciosum subsp. compactum Hartvig & Strid","Markus Döring","Capparales","95","Aethionema","1999-06-21 00:00:00.0","compactum","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","1950","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","speciosum","28.80000"
"1444","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Logfia arvensis (L.) Holub","Markus Döring","Asterales","950","Logfia","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","arvensis","34.56800"
"1445","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Plantago media L.","Markus Döring","Plantaginales","951","Plantago","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Plantaginaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","media","34.56800"
"1446","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Leontodon oxylepis var. divaricatus (Boiss.) Kupicha","Markus Döring","Asterales","952","Leontodon","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","oxylepis","34.56800"
"1447","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°27´47´´ O34°","Leontodon oxylepis var. divaricatus (Boiss.) Kupicha","Markus Döring","Asterales","952x93","Leontodon","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2080","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","oxylepis","34.56800"
"1448","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Ornithogalum spec.","Markus Döring","Liliales","953","Ornithogalum","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","spec.","34.56800"
"1449","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Medicago x varia Martyn","Markus Döring","Fabales","954","Medicago","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","x varia","34.56800"
"1450","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Petrorhagia alpina subsp. olympica (Boiss.) Ball & Heywood","Markus Döring","Caryophyllales","955","Petrorhagia","1999-07-29 00:00:00.0","olympica","PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","alpina","34.56800"
"1451","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Salvia multicaulis Vahl","Markus Döring","Lamiales","956","Salvia","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","multicaulis","34.56800"
"1452","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Echinops pungens var. pungens","Markus Döring","Asterales","957","Echinops","1999-07-29 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2360","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pungens","34.56800"
"1453","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Acantholimon armenum var. armenum","Markus Döring","Plumbaginales","958","Acantholimon","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Plumbaginaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","armenum","34.56800"
"1454","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Erysimum pycnophyllum Gay","Markus Döring","Capparales","959","Erysimum","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pycnophyllum","34.56800"
"1455","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Asphodeline rigidifolia (Boiss.) Baker","Markus Döring","Liliales","960","Asphodeline","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","rigidifolia","34.56800"
"1456","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Arenaria serpyllifolia L.","Markus Döring","Caryophyllales","961","Arenaria","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","serpyllifolia","34.56800"
"1457","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Teucrium chamaedrys subsp. syspirense (C.Koch) Rech.f.","Markus Döring","Lamiales","962","Teucrium","1999-07-30 00:00:00.0","syspirense","PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","chamaedrys","34.56800"
"1458","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Centaurea urvillei subsp. urvillei","Markus Döring","Asterales","963","Centaurea","1999-07-30 00:00:00.0","urvillei","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","urvillei","34.56800"
"1459","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Fibigia macrocarpa (Boiss.) Boiss.","Markus Döring","Capparales","964","Fibigia","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","macrocarpa","34.56800"
"1460","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Alyssum condensatum subsp. flexibile (Nyár.) Dudley","Markus Döring","Capparales","965","Alyssum","1999-07-30 00:00:00.0","flexibile","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","condensatum","34.56800"
"1461","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Galium incanum subsp. centrale Ehrend.","Markus Döring","Rubiales","966","Galium","1999-07-30 00:00:00.0","centrale","PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","incanum","34.56800"
"1462","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Linaria corifolia Desf.","Markus Döring","Scrophulariales","967","Linaria","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Scrophulariaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","corifolia","34.56800"
"1463","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Rosa pulverulenta M.Bieb.","Markus Döring","Rosales","968","Rosa","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Rosaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","pulverulenta","34.56800"
"1464","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Campanula stricta var. libanotica (A. DC.) Boiss.","Markus Döring","Campanulales","969","Campanula","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Campanulaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","stricta","34.56800"
"1465","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Minuartia verna subsp. brevipetala Hartvig & Strid","Markus Döring","Caryophyllales","96a","Minuartia","1999-06-21 00:00:00.0","brevipetala","PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","1950","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","verna","28.80000"
"1466","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Bolanthus frankenioides var. fasciculatus (Boiss. & Heldr.) Barkoudah","Markus Döring","Caryophyllales","96b","Bolanthus","1999-06-21 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","1950","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","frankenioides","28.80000"
"1467","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Cerasus prostrata var. prostrata","Markus Döring","Rosales","97","Cerasus","1999-06-21 00:00:00.0",,"PreservedSpecimen","Asia","Rosaceae","TR","Plantae","2180","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","prostrata","28.80000"
"1468","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°25´40´´ O34°","Allium tauricola Boiss.","Markus Döring","Liliales","970","Allium","1999-07-30 00:00:00.0",,"PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2400","Nigde","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","tauricola","34.56800"
