ipt:coreid	ipt:guid	ipt:link	ipt:modified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
6546	8514ab7a-6497-49e6-93be-3eb2d03a4c55	http://localhost:8080/data/1/8514ab7a-6497-49e6-93be-3eb2d03a4c55/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Poa		PreservedSpecimen	Magnoliophyta	2650	bulbosa agg.		Poa bulbosa agg. L.	TR	1999-08-01 00:00:00.0	ICBN	1078	L.	Nigde	Cyperales	Asia	B
6547	381b6803-5cb2-4473-a270-d31976afe5d6	http://localhost:8080/data/1/381b6803-5cb2-4473-a270-d31976afe5d6/detail.html	Thu Sep 25 01:07:03 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Galium		PreservedSpecimen	Magnoliophyta	2650	cilicicum		Galium cilicicum Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1079	Boiss.	Nigde	Rubiales	Asia	B
6548	25a827c6-35ec-47f0-86b7-31ecfd229bd7	http://localhost:8080/data/1/25a827c6-35ec-47f0-86b7-31ecfd229bd7/detail.html	Thu Sep 25 01:07:03 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Gagea		PreservedSpecimen	Magnoliophyta	2180	uliginosa		Gagea uliginosa Siehe & Pascher	TR	1999-06-21 00:00:00.0	ICBN	108	Siehe & Pascher	Mugla	Liliales	Asia	B
6549	4f713a16-622d-4512-8b94-8e35cef3d644	http://localhost:8080/data/1/4f713a16-622d-4512-8b94-8e35cef3d644/detail.html	Thu Sep 25 01:07:03 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Astragalus		PreservedSpecimen	Magnoliophyta	2650	depressus		Astragalus depressus L.	TR	1999-08-01 00:00:00.0	ICBN	1080	L.	Nigde	Fabales	Asia	B
6550	3f6b5062-baf3-4299-aef8-08027b7e877c	http://localhost:8080/data/1/3f6b5062-baf3-4299-aef8-08027b7e877c/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM	strigosum		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Alyssum	Subspecies	PreservedSpecimen	Magnoliophyta	2650	strigosum		Alyssum strigosum subsp. strigosum	TR	1999-08-01 00:00:00.0	ICBN	1081		Nigde	Capparales	Asia	B
6551	4ff6150c-bc31-4719-8005-6059649e4c7a	http://localhost:8080/data/1/4ff6150c-bc31-4719-8005-6059649e4c7a/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Taraxacum		PreservedSpecimen	Magnoliophyta	2650	assemanii		Taraxacum assemanii Blanche	TR	1999-08-01 00:00:00.0	ICBN	1082	Blanche	Nigde	Asterales	Asia	B
6552	2214f93f-c73d-4b83-b289-aa305ca3aa7f	http://localhost:8080/data/1/2214f93f-c73d-4b83-b289-aa305ca3aa7f/detail.html	Thu Sep 25 01:07:03 CEST 2008	Boraginaceae	BGBM	alpestris		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Myosotis	Subspecies	PreservedSpecimen	Magnoliophyta	2650	alpestris		Myosotis alpestris subsp. alpestris	TR	1999-08-01 00:00:00.0	ICBN	1083		Nigde	Lamiales	Asia	B
6553	08251639-86eb-4583-a1e2-50652fd1912d	http://localhost:8080/data/1/08251639-86eb-4583-a1e2-50652fd1912d/detail.html	Thu Sep 25 01:07:03 CEST 2008	Rubiaceae	BGBM	centrale		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	2650	incanum		Galium incanum subsp. centrale Ehrend.	TR	1999-08-01 00:00:00.0	ICBN	1084	Ehrend.	Nigde	Rubiales	Asia	B
6554	6e5bdee2-afda-4c3c-bb40-ddb158365e73	http://localhost:8080/data/1/6e5bdee2-afda-4c3c-bb40-ddb158365e73/detail.html	Thu Sep 25 01:07:03 CEST 2008	Polygonaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Polygonum		PreservedSpecimen	Magnoliophyta	2650	arenastrum		Polygonum arenastrum Bor.	TR	1999-08-01 00:00:00.0	ICBN	1085	Bor.	Nigde	Polygonales	Asia	B
6555	10f3be9b-b3bc-47fd-8d13-32147f3a2917	http://localhost:8080/data/1/10f3be9b-b3bc-47fd-8d13-32147f3a2917/detail.html	Thu Sep 25 01:07:03 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Herniaria		PreservedSpecimen	Magnoliophyta	2650	glabra		Herniaria glabra L.	TR	1999-08-01 00:00:00.0	ICBN	1086	L.	Nigde	Caryophyllales	Asia	B
6556	b76386d9-f4be-41d3-9669-44f398a53044	http://localhost:8080/data/1/b76386d9-f4be-41d3-9669-44f398a53044/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM	extrarosularis		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Centaurea	Subspecies	PreservedSpecimen	Magnoliophyta	2650	pichleri		Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz	TR	1999-08-01 00:00:00.0	ICBN	1087	(Hayek & Siehe) Wagenitz	Nigde	Asterales	Asia	B
6557	7547b790-e6a9-44be-b01d-828abeec1915	http://localhost:8080/data/1/7547b790-e6a9-44be-b01d-828abeec1915/detail.html	Thu Sep 25 01:07:03 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Silene		PreservedSpecimen	Magnoliophyta	2650	fenzlii		Silene fenzlii Boiss. & Bal.	TR	1999-08-01 00:00:00.0	ICBN	1088	Boiss. & Bal.	Nigde	Caryophyllales	Asia	B
6558	9637559a-c05f-4dd1-91a7-e15f31ba6351	http://localhost:8080/data/1/9637559a-c05f-4dd1-91a7-e15f31ba6351/detail.html	Thu Sep 25 01:07:03 CEST 2008	Rosaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Potentilla		PreservedSpecimen	Magnoliophyta	2650	meyeri		Potentilla meyeri Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1089	Boiss.	Nigde	Rosales	Asia	B
6559	fa1c9c7a-e2fd-48ef-83a1-024677097dba	http://localhost:8080/data/1/fa1c9c7a-e2fd-48ef-83a1-024677097dba/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Alyssum		PreservedSpecimen	Magnoliophyta	2180	masmenaeum		Alyssum masmenaeum Boiss.	TR	1999-06-21 00:00:00.0	ICBN	109	Boiss.	Mugla	Capparales	Asia	B
6560	92134c5d-19f7-4b60-82c6-2d4daf55e581	http://localhost:8080/data/1/92134c5d-19f7-4b60-82c6-2d4daf55e581/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM	plicatum		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Helichrysum	Subspecies	PreservedSpecimen	Magnoliophyta	2650	plicatum		Helichrysum plicatum subsp. plicatum	TR	1999-08-01 00:00:00.0	ICBN	1090		Nigde	Asterales	Asia	B
6561	acce8f6a-2eda-4b94-8e6b-b7be8eb0ca78	http://localhost:8080/data/1/acce8f6a-2eda-4b94-8e6b-b7be8eb0ca78/detail.html	Thu Sep 25 01:07:03 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Marrubium		PreservedSpecimen	Magnoliophyta	2650	heterodon		Marrubium heterodon (Benth.) Boiss. & Balansa	TR	1999-08-01 00:00:00.0	ICBN	1091	(Benth.) Boiss. & Balansa	Nigde	Lamiales	Asia	B
6562	43130c35-c31f-498d-b73c-0758d6b8c7a9	http://localhost:8080/data/1/43130c35-c31f-498d-b73c-0758d6b8c7a9/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Leontodon	Variety	PreservedSpecimen	Magnoliophyta	2650	oxylepis		Leontodon oxylepis var. oxylepis	TR	1999-08-01 00:00:00.0	ICBN	1092		Nigde	Asterales	Asia	B
6563	6c393669-f13f-401f-a3b5-74bbad75e262	http://localhost:8080/data/1/6c393669-f13f-401f-a3b5-74bbad75e262/detail.html	Thu Sep 25 01:07:03 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2650	demissus		Ranunculus demissus var. major Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1093	Boiss.	Nigde	Ranunculales	Asia	B
6564	c7089658-1c54-470c-b3e8-3d61e7b4b6ea	http://localhost:8080/data/1/c7089658-1c54-470c-b3e8-3d61e7b4b6ea/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Tragopogon		PreservedSpecimen	Magnoliophyta	2650	olympicus		Tragopogon olympicus Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1094	Boiss.	Nigde	Asterales	Asia	B
6565	99e56eb6-aa19-4bbe-920d-57fa908e6ebf	http://localhost:8080/data/1/99e56eb6-aa19-4bbe-920d-57fa908e6ebf/detail.html	Thu Sep 25 01:07:03 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Cruciata		PreservedSpecimen	Magnoliophyta	2650	taurica		Cruciata taurica (Pall. ex Willd.) Ehrend.	TR	1999-08-01 00:00:00.0	ICBN	1095	(Pall. ex Willd.) Ehrend.	Nigde	Rubiales	Asia	B
6566	a2158b58-3c33-4fec-b113-152c64c0ba6e	http://localhost:8080/data/1/a2158b58-3c33-4fec-b113-152c64c0ba6e/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Dactylis		PreservedSpecimen	Magnoliophyta	2650	spec.		Dactylis spec.	TR	1999-08-01 00:00:00.0	ICBN	1096		Nigde	Cyperales	Asia	B
6567	edb2d6ec-d3df-4d7a-9bb6-77d08b49bdd3	http://localhost:8080/data/1/edb2d6ec-d3df-4d7a-9bb6-77d08b49bdd3/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Senecio		PreservedSpecimen	Magnoliophyta	2650	vernalis		Senecio vernalis Waldst. & Kit.	TR	1999-08-01 00:00:00.0	ICBN	1097	Waldst. & Kit.	Nigde	Asterales	Asia	B
6568	82e8cf8d-d3f4-41c1-970b-8cd6001b1118	http://localhost:8080/data/1/82e8cf8d-d3f4-41c1-970b-8cd6001b1118/detail.html	Thu Sep 25 01:07:03 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Arenaria		PreservedSpecimen	Magnoliophyta	2650	acerosa		Arenaria acerosa Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1098	Boiss.	Nigde	Caryophyllales	Asia	B
6569	c6c5efa1-c594-4791-a50b-5ff5a7992f06	http://localhost:8080/data/1/c6c5efa1-c594-4791-a50b-5ff5a7992f06/detail.html	Thu Sep 25 01:07:03 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m	noch unbestimmt !!!		PreservedSpecimen		1650			noch unbestimmt !!!	TR	1999-08-01 00:00:00.0	ICBN	1099		Nigde		Asia	B
6570	d63efb40-96e3-4ff0-8864-50c74d54c7c7	http://localhost:8080/data/1/d63efb40-96e3-4ff0-8864-50c74d54c7c7/detail.html	Thu Sep 25 01:07:03 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	Sandras Dagi, road Agla - Serce Gedigi, above (=N) Yayla Köyü Agla. N 37°01´86´´ O 28°45´54´´, 950m	noch unbestimmt !!!		PreservedSpecimen		950			noch unbestimmt !!!	TR	1999-06-19 00:00:00.0	ICBN	11		Mugla		Asia	B
6571	80386712-153e-4c07-bbba-fa277b23fae5	http://localhost:8080/data/1/80386712-153e-4c07-bbba-fa277b23fae5/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM	canescens		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m	Achillea	Subspecies	PreservedSpecimen	Magnoliophyta	1650	kotschyi		Achillea kotschyi subsp. canescens Bässler	TR	1999-08-01 00:00:00.0	ICBN	1100	Bässler	Nigde	Asterales	Asia	B
6572	91489425-6e1c-4de8-a681-9196de13806d	http://localhost:8080/data/1/91489425-6e1c-4de8-a681-9196de13806d/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Alyssum	Variety	PreservedSpecimen	Magnoliophyta	2650	simplex		Alyssum simplex var. minus	TR	1999-08-01 00:00:00.0	ICBN	1101		Nigde	Capparales	Asia	B
6573	6bc08de9-6c7a-4e2e-9397-55a4d9aa8ecb	http://localhost:8080/data/1/6bc08de9-6c7a-4e2e-9397-55a4d9aa8ecb/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m	Alyssum		PreservedSpecimen	Magnoliophyta	1650	aurantiacum		Alyssum aurantiacum Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1102	Boiss.	Nigde	Capparales	Asia	B
6574	12b2f68f-8594-4176-a9db-f7dd1ed0a731	http://localhost:8080/data/1/12b2f68f-8594-4176-a9db-f7dd1ed0a731/detail.html	Thu Sep 25 01:07:03 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Dianthus	Variety	PreservedSpecimen	Magnoliophyta	2650	zonatus		Dianthus zonatus var. zonatus	TR	1999-08-01 00:00:00.0	ICBN	1103		Nigde	Caryophyllales	Asia	B
6575	51990cc4-70ad-4867-9773-28e567a6b244	http://localhost:8080/data/1/51990cc4-70ad-4867-9773-28e567a6b244/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM	heterocoma		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Draba	Variety	PreservedSpecimen	Magnoliophyta	2650	bruniifolia		Draba bruniifolia var. nana (Stapf) Schulz	TR	1999-08-01 00:00:00.0	ICBN	1104	(Stapf) Schulz	Nigde	Capparales	Asia	B
6576	7f59b04b-4917-4226-bc83-59df9c887ce8	http://localhost:8080/data/1/7f59b04b-4917-4226-bc83-59df9c887ce8/detail.html	Thu Sep 25 01:07:03 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Asphodeline		PreservedSpecimen	Magnoliophyta	2650	taurica		Asphodeline taurica (Pall.) Kunth	TR	1999-08-01 00:00:00.0	ICBN	1105	(Pall.) Kunth	Nigde	Liliales	Asia	B
6577	ac23b1a9-9f6b-4c25-93ad-72e37592a7f1	http://localhost:8080/data/1/ac23b1a9-9f6b-4c25-93ad-72e37592a7f1/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM	flexibile		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Alyssum	Subspecies	PreservedSpecimen	Magnoliophyta	2650	condensatum		Alyssum condensatum subsp. flexibile (Nyár.) Dudley	TR	1999-08-01 00:00:00.0	ICBN	1106	(Nyár.) Dudley	Nigde	Capparales	Asia	B
6578	ebf45989-fb2e-4f82-9cf5-e082a02eea7e	http://localhost:8080/data/1/ebf45989-fb2e-4f82-9cf5-e082a02eea7e/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Festuca	Variety	PreservedSpecimen	Magnoliophyta	2650	pinifolia		Festuca pinifolia var. pinifolia	TR	1999-08-01 00:00:00.0	ICBN	1107		Nigde	Cyperales	Asia	B
6579	063bcc0c-8998-4c2e-a401-551b1f8abe38	http://localhost:8080/data/1/063bcc0c-8998-4c2e-a401-551b1f8abe38/detail.html	Thu Sep 25 01:07:03 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Gypsophila		PreservedSpecimen	Magnoliophyta	2650	curvifolia		Gypsophila curvifolia Fenzl	TR	1999-08-01 00:00:00.0	ICBN	1108	Fenzl	Nigde	Caryophyllales	Asia	B
6580	a9ea93b8-032f-4442-bd14-dc2c7bd754dc	http://localhost:8080/data/1/a9ea93b8-032f-4442-bd14-dc2c7bd754dc/detail.html	Thu Sep 25 01:07:03 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m	Teucrium	Variety	PreservedSpecimen	Magnoliophyta	2650	montanum		Teucrium montanum var. parnassicum Celak	TR	1999-08-01 00:00:00.0	ICBN	1109	Celak	Nigde	Lamiales	Asia	B
6581	3ff57ea2-ab8b-4513-8e38-fd09830ac5fc	http://localhost:8080/data/1/3ff57ea2-ab8b-4513-8e38-fd09830ac5fc/detail.html	Thu Sep 25 01:07:03 CEST 2008	Boraginaceae	BGBM	cariense		Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m	Cynoglossum	Variety	PreservedSpecimen	Magnoliophyta	1950	lithospermifolium		Cynoglossum lithospermifolium var. cariense	TR	1999-06-21 00:00:00.0	ICBN	110a		Mugla	Lamiales	Asia	B
6582	ebd76083-1e51-4914-9dbd-ee3ddac3e2ca	http://localhost:8080/data/1/ebd76083-1e51-4914-9dbd-ee3ddac3e2ca/detail.html	Thu Sep 25 01:07:03 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m	Cerastium		PreservedSpecimen	Magnoliophyta	2150	macranthum		Cerastium macranthum Boiss.	TR	1999-06-21 00:00:00.0	ICBN	110b	Boiss.	Mugla	Caryophyllales	Asia	B
6583	129314ed-14fe-442d-b697-04345b510ce3	http://localhost:8080/data/1/129314ed-14fe-442d-b697-04345b510ce3/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m	Hesperis		PreservedSpecimen	Magnoliophyta	2150	kotschyi		Hesperis kotschyi Boiss.	TR	1999-06-21 00:00:00.0	ICBN	111	Boiss.	Mugla	Capparales	Asia	B
6584	a40748e9-c48e-4416-b2ac-078f96d4f21e	http://localhost:8080/data/1/a40748e9-c48e-4416-b2ac-078f96d4f21e/detail.html	Thu Sep 25 01:07:03 CEST 2008	Brassicaceae	BGBM	cyclocarpa		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Aurinia	Subspecies	PreservedSpecimen	Magnoliophyta	2700	rupestris		Aurinia rupestris subsp. cyclocarpa	TR	1999-08-01 00:00:00.0	ICBN	1110		Nigde	Capparales	Asia	B
6585	3b34d258-9925-4ef6-b86a-6fdf8b6bc0a6	http://localhost:8080/data/1/3b34d258-9925-4ef6-b86a-6fdf8b6bc0a6/detail.html	Thu Sep 25 01:07:03 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Nepeta		PreservedSpecimen	Magnoliophyta	2700	betonicifolia		Nepeta betonicifolia C.A.Mey.	TR	1999-08-01 00:00:00.0	ICBN	1111	C.A.Mey.	Nigde	Lamiales	Asia	B
6586	07b7d357-f242-45c6-a13f-8a79ecd9166a	http://localhost:8080/data/1/07b7d357-f242-45c6-a13f-8a79ecd9166a/detail.html	Thu Sep 25 01:07:03 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2700	demissus		Ranunculus demissus var. major Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1112	Boiss.	Nigde	Ranunculales	Asia	B
6587	2b362f32-2166-4fa6-9d8f-23dd1d250d3d	http://localhost:8080/data/1/2b362f32-2166-4fa6-9d8f-23dd1d250d3d/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Poa		PreservedSpecimen	Magnoliophyta	2700	psychrophila		Poa psychrophila Boiss. & Heldr.	TR	1999-08-01 00:00:00.0	ICBN	1113	Boiss. & Heldr.	Nigde	Cyperales	Asia	B
6588	f854b94b-ef3a-4bb9-bb45-c06a89550bf4	http://localhost:8080/data/1/f854b94b-ef3a-4bb9-bb45-c06a89550bf4/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Phleum		PreservedSpecimen	Magnoliophyta	2700	alpinum		Phleum alpinum L.	TR	1999-08-01 00:00:00.0	ICBN	1114	L.	Nigde	Cyperales	Asia	B
6589	4cecb623-0817-4a81-90f2-a0b381effe9a	http://localhost:8080/data/1/4cecb623-0817-4a81-90f2-a0b381effe9a/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Poa		PreservedSpecimen	Magnoliophyta	2700	nemoralis		Poa nemoralis L.	TR	1999-08-01 00:00:00.0	ICBN	1115	L.	Nigde	Cyperales	Asia	B
6590	e74e4bac-d027-4a3e-a634-16c658d11375	http://localhost:8080/data/1/e74e4bac-d027-4a3e-a634-16c658d11375/detail.html	Thu Sep 25 01:07:03 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Sesleria		PreservedSpecimen	Magnoliophyta	2700	phleoides		Sesleria phleoides Steven ex R.Roem. & Schultes	TR	1999-08-01 00:00:00.0	ICBN	1116	Steven ex R.Roem. & Schultes	Nigde	Cyperales	Asia	B
6591	145b6779-e0cb-40fc-a472-8bcba7117c77	http://localhost:8080/data/1/145b6779-e0cb-40fc-a472-8bcba7117c77/detail.html	Thu Sep 25 01:07:03 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	noch unbestimmt !!!		PreservedSpecimen		2700			noch unbestimmt !!!	TR	1999-08-01 00:00:00.0	ICBN	1117		Nigde		Asia	B
6592	e4867027-c62c-436f-b125-fdab5f287f0e	http://localhost:8080/data/1/e4867027-c62c-436f-b125-fdab5f287f0e/detail.html	Thu Sep 25 01:07:03 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Taraxacum		PreservedSpecimen	Magnoliophyta	2700	sintenisii		Taraxacum sintenisii Dahlst.	TR	1999-08-01 00:00:00.0	ICBN	1118	Dahlst.	Nigde	Asterales	Asia	B
6593	e513b2fa-30a0-46cf-8470-c88f9db0b827	http://localhost:8080/data/1/e513b2fa-30a0-46cf-8470-c88f9db0b827/detail.html	Thu Sep 25 01:07:03 CEST 2008	Polygonaceae	BGBM	carnea		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Persicaria	Subspecies	PreservedSpecimen	Magnoliophyta	2700	bistorta		Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet	TR	1999-08-01 00:00:00.0	ICBN	1119	(C. Koch) Greuter & Burdet	Nigde	Polygonales	Asia	B
6594	cf1ffabf-0156-4b5c-8a2f-f10036786038	http://localhost:8080/data/1/cf1ffabf-0156-4b5c-8a2f-f10036786038/detail.html	Thu Sep 25 01:07:03 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m	Ornithogalum		PreservedSpecimen	Magnoliophyta	2150	orthophyllum		Ornithogalum orthophyllum Ten.	TR	1999-06-21 00:00:00.0	ICBN	112	Ten.	Mugla	Liliales	Asia	B
6595	ae8a9d42-a4cc-499a-b1cd-9e1951f05bcf	http://localhost:8080/data/1/ae8a9d42-a4cc-499a-b1cd-9e1951f05bcf/detail.html	Thu Sep 25 01:07:03 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m	Galium		PreservedSpecimen	Magnoliophyta	2700	cilicicum		Galium cilicicum Boiss.	TR	1999-08-01 00:00:00.0	ICBN	1120	Boiss.	Nigde	Rubiales	Asia	B
